Iteration,AgentId,Age,IsAlive,NumberOfDO,Income,Expenses,Savings
1,HM3,75,True,6,1800,0,100000
2,HM3,76,False,6,0,0,0
3,HM3,76,False,6,0,0,0
4,HM3,76,False,6,0,0,0
5,HM3,76,False,6,0,0,0
6,HM3,76,False,6,0,0,0
7,HM3,76,False,6,0,0,0
8,HM3,76,False,6,0,0,0
9,HM3,76,False,6,0,0,0
10,HM3,76,False,6,0,0,0
