Iteration,AgentId,Age,IsAlive,NumberOfDO,Income,Expenses,Savings
1,HM1,35,True,6,32000,2000,100000
2,HM1,36,True,6,32000,2000,162000
3,HM1,37,True,6,32000,2000,224000
4,HM1,38,True,6,32000,2000,286000
5,HM1,39,True,6,32000,2000,348000
6,HM1,40,True,6,32000,2000,410000
7,HM1,41,True,6,32000,2000,472000
8,HM1,42,True,6,32000,2000,534000
9,HM1,43,True,6,32000,2000,596000
10,HM1,44,True,6,32000,2000,658000
